Expression	Value	Location	Type	
[1296]	2.98000002	0x200028B8	float	
[1297]	2.98000002	0x200028BC	float	
[1298]	2.98000002	0x200028C0	float	
[1299]	2.98000002	0x200028C4	float	
[1300]	2.98000002	0x200028C8	float	
[1301]	2.98000002	0x200028CC	float	
[1302]	2.98000002	0x200028D0	float	
[1303]	2.98000002	0x200028D4	float	
[1304]	2.98000002	0x200028D8	float	
[1305]	2.98000002	0x200028DC	float	
[1306]	2.98000002	0x200028E0	float	
[1307]	2.98000002	0x200028E4	float	
[1308]	2.98000002	0x200028E8	float	
[1309]	2.98000002	0x200028EC	float	
[1310]	2.98000002	0x200028F0	float	
[1311]	2.98000002	0x200028F4	float	
[1312]	2.98000002	0x200028F8	float	
[1313]	2.98000002	0x200028FC	float	
[1314]	2.98000002	0x20002900	float	
[1315]	2.98000002	0x20002904	float	
[1316]	2.98000002	0x20002908	float	
[1317]	2.98000002	0x2000290C	float	
[1318]	2.98000002	0x20002910	float	
[1319]	2.98000002	0x20002914	float	
[1320]	2.98000002	0x20002918	float	
[1321]	2.98000002	0x2000291C	float	
[1322]	2.98000002	0x20002920	float	
[1323]	2.98000002	0x20002924	float	
[1324]	2.98000002	0x20002928	float	
[1325]	2.98000002	0x2000292C	float	
[1326]	2.98000002	0x20002930	float	
[1327]	2.98000002	0x20002934	float	
[1328]	2.98000002	0x20002938	float	
[1329]	2.98000002	0x2000293C	float	
[1330]	2.98000002	0x20002940	float	
[1331]	2.98000002	0x20002944	float	
[1332]	2.98000002	0x20002948	float	
[1333]	2.98000002	0x2000294C	float	
[1334]	2.98000002	0x20002950	float	
[1335]	2.98000002	0x20002954	float	
[1336]	2.98000002	0x20002958	float	
[1337]	2.98000002	0x2000295C	float	
[1338]	2.98000002	0x20002960	float	
[1339]	2.98000002	0x20002964	float	
[1340]	2.98000002	0x20002968	float	
[1341]	2.98000002	0x2000296C	float	
[1342]	2.98000002	0x20002970	float	
[1343]	2.98000002	0x20002974	float	
[1344]	2.98000002	0x20002978	float	
[1345]	2.98000002	0x2000297C	float	
[1346]	2.98000002	0x20002980	float	
[1347]	2.98000002	0x20002984	float	
[1348]	2.98000002	0x20002988	float	
[1349]	2.98000002	0x2000298C	float	
[1350]	2.98000002	0x20002990	float	
[1351]	2.98000002	0x20002994	float	
[1352]	2.98000002	0x20002998	float	
[1353]	2.98000002	0x2000299C	float	
[1354]	2.98000002	0x200029A0	float	
[1355]	2.98000002	0x200029A4	float	
[1356]	2.98000002	0x200029A8	float	
[1357]	2.98000002	0x200029AC	float	
[1358]	2.98000002	0x200029B0	float	
[1359]	2.98000002	0x200029B4	float	
[1360]	2.98000002	0x200029B8	float	
[1361]	2.98000002	0x200029BC	float	
[1362]	2.98000002	0x200029C0	float	
[1363]	2.98000002	0x200029C4	float	
[1364]	2.98000002	0x200029C8	float	
[1365]	2.98000002	0x200029CC	float	
[1366]	2.98000002	0x200029D0	float	
[1367]	2.98000002	0x200029D4	float	
[1368]	2.98000002	0x200029D8	float	
[1369]	2.98000002	0x200029DC	float	
[1370]	2.98000002	0x200029E0	float	
[1371]	2.98000002	0x200029E4	float	
[1372]	2.98000002	0x200029E8	float	
[1373]	2.98000002	0x200029EC	float	
[1374]	2.98000002	0x200029F0	float	
[1375]	2.98000002	0x200029F4	float	
[1376]	2.98000002	0x200029F8	float	
[1377]	2.98000002	0x200029FC	float	
[1378]	2.98000002	0x20002A00	float	
[1379]	2.98000002	0x20002A04	float	
[1380]	2.98000002	0x20002A08	float	
[1381]	2.98000002	0x20002A0C	float	
[1382]	2.98000002	0x20002A10	float	
[1383]	2.98000002	0x20002A14	float	
[1384]	2.98000002	0x20002A18	float	
[1385]	2.98000002	0x20002A1C	float	
[1386]	2.98000002	0x20002A20	float	
[1387]	2.98000002	0x20002A24	float	
[1388]	2.98000002	0x20002A28	float	
[1389]	2.98000002	0x20002A2C	float	
[1390]	2.98000002	0x20002A30	float	
[1391]	2.98000002	0x20002A34	float	
[1392]	2.98000002	0x20002A38	float	
[1393]	2.98000002	0x20002A3C	float	
[1394]	2.98000002	0x20002A40	float	
[1395]	2.98000002	0x20002A44	float	
[1396]	2.98000002	0x20002A48	float	
[1397]	2.98000002	0x20002A4C	float	
[1398]	2.98000002	0x20002A50	float	
[1399]	2.98000002	0x20002A54	float	
[1400]	2.98000002	0x20002A58	float	
[1401]	2.98000002	0x20002A5C	float	
[1402]	2.98000002	0x20002A60	float	
[1403]	2.98000002	0x20002A64	float	
[1404]	2.98000002	0x20002A68	float	
[1405]	2.98000002	0x20002A6C	float	
[1406]	2.98000002	0x20002A70	float	
[1407]	2.98000002	0x20002A74	float	
[1408]	2.98000002	0x20002A78	float	
[1409]	2.98000002	0x20002A7C	float	
[1410]	2.98000002	0x20002A80	float	
[1411]	2.98000002	0x20002A84	float	
[1412]	2.98000002	0x20002A88	float	
[1413]	2.98000002	0x20002A8C	float	
[1414]	2.98000002	0x20002A90	float	
[1415]	2.98000002	0x20002A94	float	
[1416]	2.98000002	0x20002A98	float	
[1417]	2.98000002	0x20002A9C	float	
[1418]	2.98000002	0x20002AA0	float	
[1419]	2.98000002	0x20002AA4	float	
[1420]	2.98000002	0x20002AA8	float	
[1421]	2.98000002	0x20002AAC	float	
[1422]	2.98000002	0x20002AB0	float	
[1423]	2.98000002	0x20002AB4	float	
[1424]	2.98000002	0x20002AB8	float	
[1425]	2.98000002	0x20002ABC	float	
[1426]	2.98000002	0x20002AC0	float	
[1427]	2.98000002	0x20002AC4	float	
[1428]	2.98000002	0x20002AC8	float	
[1429]	2.98000002	0x20002ACC	float	
[1430]	2.98000002	0x20002AD0	float	
[1431]	2.98000002	0x20002AD4	float	
[1432]	2.98000002	0x20002AD8	float	
[1433]	2.98000002	0x20002ADC	float	
[1434]	2.98000002	0x20002AE0	float	
[1435]	2.98000002	0x20002AE4	float	
[1436]	2.98000002	0x20002AE8	float	
[1437]	2.98000002	0x20002AEC	float	
[1438]	2.98000002	0x20002AF0	float	
[1439]	2.98000002	0x20002AF4	float	
[1440]	2.98000002	0x20002AF8	float	
[1441]	2.98000002	0x20002AFC	float	
[1442]	2.98000002	0x20002B00	float	
[1443]	2.98000002	0x20002B04	float	
[1444]	2.98000002	0x20002B08	float	
[1445]	2.98000002	0x20002B0C	float	
[1446]	2.98000002	0x20002B10	float	
[1447]	2.98000002	0x20002B14	float	
[1448]	2.98000002	0x20002B18	float	
[1449]	2.98000002	0x20002B1C	float	
[1450]	2.98000002	0x20002B20	float	
[1451]	2.98000002	0x20002B24	float	
[1452]	2.98000002	0x20002B28	float	
[1453]	2.98000002	0x20002B2C	float	
[1454]	2.98000002	0x20002B30	float	
[1455]	2.98000002	0x20002B34	float	
[1456]	2.98000002	0x20002B38	float	
[1457]	2.98000002	0x20002B3C	float	
[1458]	2.98000002	0x20002B40	float	
[1459]	2.98000002	0x20002B44	float	
[1460]	2.98000002	0x20002B48	float	
[1461]	2.98000002	0x20002B4C	float	
[1462]	2.98000002	0x20002B50	float	
[1463]	2.98000002	0x20002B54	float	
[1464]	2.98000002	0x20002B58	float	
[1465]	2.98000002	0x20002B5C	float	
[1466]	2.98000002	0x20002B60	float	
[1467]	2.98000002	0x20002B64	float	
[1468]	2.98000002	0x20002B68	float	
[1469]	2.98000002	0x20002B6C	float	
[1470]	2.98000002	0x20002B70	float	
[1471]	2.98000002	0x20002B74	float	
[1472]	2.98000002	0x20002B78	float	
[1473]	2.98000002	0x20002B7C	float	
[1474]	2.98000002	0x20002B80	float	
[1475]	2.98000002	0x20002B84	float	
[1476]	2.98000002	0x20002B88	float	
[1477]	2.98000002	0x20002B8C	float	
[1478]	2.98000002	0x20002B90	float	
[1479]	2.98000002	0x20002B94	float	
[1480]	2.98000002	0x20002B98	float	
[1481]	2.98000002	0x20002B9C	float	
[1482]	2.98000002	0x20002BA0	float	
[1483]	2.98000002	0x20002BA4	float	
[1484]	2.98000002	0x20002BA8	float	
[1485]	2.98000002	0x20002BAC	float	
[1486]	2.98000002	0x20002BB0	float	
[1487]	2.98000002	0x20002BB4	float	
[1488]	2.98000002	0x20002BB8	float	
[1489]	2.98000002	0x20002BBC	float	
[1490]	2.98000002	0x20002BC0	float	
[1491]	2.98000002	0x20002BC4	float	
[1492]	2.98000002	0x20002BC8	float	
[1493]	2.98000002	0x20002BCC	float	
[1494]	2.98000002	0x20002BD0	float	
[1495]	2.98000002	0x20002BD4	float	
[1496]	2.98000002	0x20002BD8	float	
[1497]	2.98000002	0x20002BDC	float	
[1498]	2.98000002	0x20002BE0	float	
[1499]	2.98000002	0x20002BE4	float	
[1500]	2.98000002	0x20002BE8	float	
[1501]	2.98000002	0x20002BEC	float	
[1502]	2.98000002	0x20002BF0	float	
[1503]	2.98000002	0x20002BF4	float	
[1504]	2.98000002	0x20002BF8	float	
[1505]	2.98000002	0x20002BFC	float	
[1506]	2.98000002	0x20002C00	float	
[1507]	2.98000002	0x20002C04	float	
[1508]	2.98000002	0x20002C08	float	
[1509]	2.98000002	0x20002C0C	float	
[1510]	2.98000002	0x20002C10	float	
[1511]	2.98000002	0x20002C14	float	
[1512]	2.98000002	0x20002C18	float	
[1513]	2.98000002	0x20002C1C	float	
[1514]	2.98000002	0x20002C20	float	
[1515]	2.98000002	0x20002C24	float	
[1516]	2.98000002	0x20002C28	float	
[1517]	2.98000002	0x20002C2C	float	
[1518]	2.98000002	0x20002C30	float	
[1519]	2.98000002	0x20002C34	float	
[1520]	2.98000002	0x20002C38	float	
[1521]	2.98000002	0x20002C3C	float	
[1522]	2.98000002	0x20002C40	float	
[1523]	2.98000002	0x20002C44	float	
[1524]	2.98000002	0x20002C48	float	
[1525]	2.98000002	0x20002C4C	float	
[1526]	2.98000002	0x20002C50	float	
[1527]	2.98000002	0x20002C54	float	
[1528]	2.98000002	0x20002C58	float	
[1529]	2.98000002	0x20002C5C	float	
[1530]	2.98000002	0x20002C60	float	
[1531]	2.98000002	0x20002C64	float	
[1532]	2.98000002	0x20002C68	float	
[1533]	2.98000002	0x20002C6C	float	
[1534]	2.98000002	0x20002C70	float	
[1535]	2.98000002	0x20002C74	float	
[1536]	2.98000002	0x20002C78	float	
[1537]	2.98000002	0x20002C7C	float	
[1538]	2.98000002	0x20002C80	float	
[1539]	2.98000002	0x20002C84	float	
[1540]	2.98000002	0x20002C88	float	
[1541]	2.98000002	0x20002C8C	float	
[1542]	2.98000002	0x20002C90	float	
[1543]	2.97000002	0x20002C94	float	
[1544]	2.97000002	0x20002C98	float	
[1545]	2.97000002	0x20002C9C	float	
[1546]	2.97000002	0x20002CA0	float	
[1547]	2.97000002	0x20002CA4	float	
[1548]	2.97000002	0x20002CA8	float	
[1549]	2.97000002	0x20002CAC	float	
[1550]	2.97000002	0x20002CB0	float	
[1551]	2.97000002	0x20002CB4	float	
[1552]	2.97000002	0x20002CB8	float	
[1553]	2.97000002	0x20002CBC	float	
[1554]	2.97000002	0x20002CC0	float	
[1555]	2.97000002	0x20002CC4	float	
[1556]	2.97000002	0x20002CC8	float	
[1557]	2.97000002	0x20002CCC	float	
[1558]	2.97000002	0x20002CD0	float	
[1559]	2.97000002	0x20002CD4	float	
[1560]	2.97000002	0x20002CD8	float	
[1561]	2.97000002	0x20002CDC	float	
[1562]	2.97000002	0x20002CE0	float	
[1563]	2.97000002	0x20002CE4	float	
[1564]	2.97000002	0x20002CE8	float	
[1565]	2.97000002	0x20002CEC	float	
[1566]	2.97000002	0x20002CF0	float	
[1567]	2.97000002	0x20002CF4	float	
[1568]	2.97000002	0x20002CF8	float	
[1569]	2.97000002	0x20002CFC	float	
[1570]	2.97000002	0x20002D00	float	
[1571]	2.97000002	0x20002D04	float	
[1572]	2.97000002	0x20002D08	float	
[1573]	2.97000002	0x20002D0C	float	
[1574]	2.97000002	0x20002D10	float	
[1575]	2.97000002	0x20002D14	float	
[1576]	2.97000002	0x20002D18	float	
[1577]	2.97000002	0x20002D1C	float	
[1578]	2.97000002	0x20002D20	float	
[1579]	2.97000002	0x20002D24	float	
[1580]	2.97000002	0x20002D28	float	
[1581]	2.97000002	0x20002D2C	float	
[1582]	2.97000002	0x20002D30	float	
[1583]	2.97000002	0x20002D34	float	
[1584]	2.97000002	0x20002D38	float	
[1585]	2.97000002	0x20002D3C	float	
[1586]	2.97000002	0x20002D40	float	
[1587]	2.97000002	0x20002D44	float	
[1588]	2.97000002	0x20002D48	float	
[1589]	2.97000002	0x20002D4C	float	
[1590]	2.97000002	0x20002D50	float	
[1591]	2.97000002	0x20002D54	float	
[1592]	2.97000002	0x20002D58	float	
[1593]	2.97000002	0x20002D5C	float	
[1594]	2.97000002	0x20002D60	float	
[1595]	2.97000002	0x20002D64	float	
[1596]	2.97000002	0x20002D68	float	
[1597]	2.97000002	0x20002D6C	float	
[1598]	2.97000002	0x20002D70	float	
[1599]	2.97000002	0x20002D74	float	
[1600]	2.97000002	0x20002D78	float	
[1601]	2.97000002	0x20002D7C	float	
[1602]	2.97000002	0x20002D80	float	
[1603]	2.97000002	0x20002D84	float	
[1604]	2.97000002	0x20002D88	float	
[1605]	2.97000002	0x20002D8C	float	
[1606]	2.97000002	0x20002D90	float	
[1607]	2.97000002	0x20002D94	float	
[1608]	2.97000002	0x20002D98	float	
[1609]	2.97000002	0x20002D9C	float	
[1610]	2.97000002	0x20002DA0	float	
[1611]	2.97000002	0x20002DA4	float	
[1612]	2.97000002	0x20002DA8	float	
[1613]	2.97000002	0x20002DAC	float	
[1614]	2.97000002	0x20002DB0	float	
[1615]	2.97000002	0x20002DB4	float	
[1616]	2.97000002	0x20002DB8	float	
[1617]	2.97000002	0x20002DBC	float	
[1618]	2.97000002	0x20002DC0	float	
[1619]	2.97000002	0x20002DC4	float	
[1620]	2.97000002	0x20002DC8	float	
[1621]	2.97000002	0x20002DCC	float	
[1622]	2.97000002	0x20002DD0	float	
[1623]	2.97000002	0x20002DD4	float	
[1624]	2.97000002	0x20002DD8	float	
[1625]	2.97000002	0x20002DDC	float	
[1626]	2.97000002	0x20002DE0	float	
[1627]	2.97000002	0x20002DE4	float	
[1628]	2.97000002	0x20002DE8	float	
[1629]	2.97000002	0x20002DEC	float	
[1630]	2.97000002	0x20002DF0	float	
[1631]	2.97000002	0x20002DF4	float	
[1632]	2.97000002	0x20002DF8	float	
[1633]	2.97000002	0x20002DFC	float	
[1634]	2.97000002	0x20002E00	float	
[1635]	2.97000002	0x20002E04	float	
[1636]	2.97000002	0x20002E08	float	
[1637]	2.97000002	0x20002E0C	float	
[1638]	2.97000002	0x20002E10	float	
[1639]	2.97000002	0x20002E14	float	
[1640]	2.97000002	0x20002E18	float	
[1641]	2.97000002	0x20002E1C	float	
[1642]	2.97000002	0x20002E20	float	
[1643]	2.97000002	0x20002E24	float	
[1644]	2.97000002	0x20002E28	float	
[1645]	2.97000002	0x20002E2C	float	
[1646]	2.97000002	0x20002E30	float	
[1647]	2.97000002	0x20002E34	float	
[1648]	2.97000002	0x20002E38	float	
[1649]	2.97000002	0x20002E3C	float	
[1650]	2.97000002	0x20002E40	float	
[1651]	2.97000002	0x20002E44	float	
[1652]	2.97000002	0x20002E48	float	
[1653]	2.97000002	0x20002E4C	float	
[1654]	2.97000002	0x20002E50	float	
[1655]	2.97000002	0x20002E54	float	
[1656]	2.97000002	0x20002E58	float	
[1657]	2.97000002	0x20002E5C	float	
[1658]	2.97000002	0x20002E60	float	
[1659]	2.97000002	0x20002E64	float	
[1660]	2.97000002	0x20002E68	float	
[1661]	2.97000002	0x20002E6C	float	
[1662]	2.97000002	0x20002E70	float	
[1663]	2.97000002	0x20002E74	float	
[1664]	2.97000002	0x20002E78	float	
[1665]	2.97000002	0x20002E7C	float	
[1666]	2.97000002	0x20002E80	float	
[1667]	2.97000002	0x20002E84	float	
[1668]	2.97000002	0x20002E88	float	
[1669]	2.97000002	0x20002E8C	float	
[1670]	2.97000002	0x20002E90	float	
[1671]	2.97000002	0x20002E94	float	
[1672]	2.97000002	0x20002E98	float	
[1673]	2.97000002	0x20002E9C	float	
[1674]	2.96000003	0x20002EA0	float	
[1675]	2.96000003	0x20002EA4	float	
[1676]	2.96000003	0x20002EA8	float	
[1677]	2.96000003	0x20002EAC	float	
[1678]	2.96000003	0x20002EB0	float	
[1679]	2.96000003	0x20002EB4	float	
[1680]	2.96000003	0x20002EB8	float	
[1681]	2.96000003	0x20002EBC	float	
[1682]	2.96000003	0x20002EC0	float	
[1683]	2.96000003	0x20002EC4	float	
[1684]	2.96000003	0x20002EC8	float	
[1685]	2.96000003	0x20002ECC	float	
[1686]	2.96000003	0x20002ED0	float	
[1687]	2.96000003	0x20002ED4	float	
[1688]	2.96000003	0x20002ED8	float	
[1689]	2.96000003	0x20002EDC	float	
[1690]	2.96000003	0x20002EE0	float	
[1691]	2.96000003	0x20002EE4	float	
[1692]	2.96000003	0x20002EE8	float	
[1693]	2.96000003	0x20002EEC	float	
[1694]	2.96000003	0x20002EF0	float	
[1695]	2.96000003	0x20002EF4	float	
[1696]	2.96000003	0x20002EF8	float	
[1697]	2.96000003	0x20002EFC	float	
[1698]	2.96000003	0x20002F00	float	
[1699]	2.96000003	0x20002F04	float	
[1700]	2.96000003	0x20002F08	float	
[1701]	2.96000003	0x20002F0C	float	
[1702]	2.96000003	0x20002F10	float	
[1703]	2.96000003	0x20002F14	float	
[1704]	2.96000003	0x20002F18	float	
[1705]	2.96000003	0x20002F1C	float	
[1706]	2.96000003	0x20002F20	float	
[1707]	2.96000003	0x20002F24	float	
[1708]	2.96000003	0x20002F28	float	
[1709]	2.96000003	0x20002F2C	float	
[1710]	2.96000003	0x20002F30	float	
[1711]	2.96000003	0x20002F34	float	
[1712]	2.96000003	0x20002F38	float	
[1713]	2.96000003	0x20002F3C	float	
[1714]	2.96000003	0x20002F40	float	
[1715]	2.96000003	0x20002F44	float	
[1716]	2.96000003	0x20002F48	float	
[1717]	2.96000003	0x20002F4C	float	
[1718]	2.96000003	0x20002F50	float	
[1719]	2.96000003	0x20002F54	float	
[1720]	2.96000003	0x20002F58	float	
[1721]	2.96000003	0x20002F5C	float	
[1722]	2.96000003	0x20002F60	float	
[1723]	2.96000003	0x20002F64	float	
[1724]	2.96000003	0x20002F68	float	
[1725]	2.96000003	0x20002F6C	float	
[1726]	2.96000003	0x20002F70	float	
[1727]	2.96000003	0x20002F74	float	
[1728]	2.96000003	0x20002F78	float	
[1729]	2.96000003	0x20002F7C	float	
[1730]	2.96000003	0x20002F80	float	
[1731]	2.96000003	0x20002F84	float	
[1732]	2.96000003	0x20002F88	float	
[1733]	2.96000003	0x20002F8C	float	
[1734]	2.96000003	0x20002F90	float	
[1735]	2.96000003	0x20002F94	float	
[1736]	2.96000003	0x20002F98	float	
[1737]	2.96000003	0x20002F9C	float	
[1738]	2.96000003	0x20002FA0	float	
[1739]	2.96000003	0x20002FA4	float	
[1740]	2.96000003	0x20002FA8	float	
[1741]	2.96000003	0x20002FAC	float	
[1742]	2.96000003	0x20002FB0	float	
[1743]	2.96000003	0x20002FB4	float	
[1744]	2.96000003	0x20002FB8	float	
[1745]	2.96000003	0x20002FBC	float	
[1746]	2.96000003	0x20002FC0	float	
[1747]	2.96000003	0x20002FC4	float	
[1748]	2.96000003	0x20002FC8	float	
[1749]	2.96000003	0x20002FCC	float	
[1750]	2.96000003	0x20002FD0	float	
[1751]	2.96000003	0x20002FD4	float	
[1752]	2.96000003	0x20002FD8	float	
[1753]	2.96000003	0x20002FDC	float	
[1754]	2.96000003	0x20002FE0	float	
[1755]	2.96000003	0x20002FE4	float	
[1756]	2.96000003	0x20002FE8	float	
[1757]	2.96000003	0x20002FEC	float	
[1758]	2.96000003	0x20002FF0	float	
[1759]	2.96000003	0x20002FF4	float	
[1760]	2.96000003	0x20002FF8	float	
[1761]	2.96000003	0x20002FFC	float	
[1762]	2.96000003	0x20003000	float	
[1763]	2.96000003	0x20003004	float	
[1764]	2.96000003	0x20003008	float	
[1765]	2.96000003	0x2000300C	float	
[1766]	2.96000003	0x20003010	float	
[1767]	2.96000003	0x20003014	float	
[1768]	2.96000003	0x20003018	float	
[1769]	2.96000003	0x2000301C	float	
[1770]	2.96000003	0x20003020	float	
[1771]	2.96000003	0x20003024	float	
[1772]	2.96000003	0x20003028	float	
[1773]	2.96000003	0x2000302C	float	
[1774]	2.96000003	0x20003030	float	
[1775]	2.96000003	0x20003034	float	
[1776]	2.96000003	0x20003038	float	
[1777]	2.96000003	0x2000303C	float	
[1778]	2.95000004	0x20003040	float	
[1779]	2.95000004	0x20003044	float	
[1780]	2.95000004	0x20003048	float	
[1781]	2.95000004	0x2000304C	float	
[1782]	2.95000004	0x20003050	float	
[1783]	2.95000004	0x20003054	float	
[1784]	2.95000004	0x20003058	float	
[1785]	2.95000004	0x2000305C	float	
[1786]	2.95000004	0x20003060	float	
[1787]	2.95000004	0x20003064	float	
[1788]	2.95000004	0x20003068	float	
[1789]	2.95000004	0x2000306C	float	
[1790]	2.95000004	0x20003070	float	
[1791]	2.95000004	0x20003074	float	
[1792]	2.95000004	0x20003078	float	
[1793]	2.95000004	0x2000307C	float	
[1794]	2.95000004	0x20003080	float	
[1795]	2.95000004	0x20003084	float	
[1796]	2.95000004	0x20003088	float	
[1797]	2.95000004	0x2000308C	float	
[1798]	2.95000004	0x20003090	float	
[1799]	2.95000004	0x20003094	float	
[1800]	2.95000004	0x20003098	float	
[1801]	2.95000004	0x2000309C	float	
[1802]	2.95000004	0x200030A0	float	
[1803]	2.95000004	0x200030A4	float	
[1804]	2.95000004	0x200030A8	float	
[1805]	2.95000004	0x200030AC	float	
[1806]	2.95000004	0x200030B0	float	
[1807]	2.95000004	0x200030B4	float	
[1808]	2.95000004	0x200030B8	float	
[1809]	2.95000004	0x200030BC	float	
[1810]	2.95000004	0x200030C0	float	
[1811]	2.95000004	0x200030C4	float	
[1812]	2.95000004	0x200030C8	float	
[1813]	2.95000004	0x200030CC	float	
[1814]	2.95000004	0x200030D0	float	
[1815]	2.95000004	0x200030D4	float	
[1816]	2.95000004	0x200030D8	float	
[1817]	2.95000004	0x200030DC	float	
[1818]	2.95000004	0x200030E0	float	
[1819]	2.95000004	0x200030E4	float	
[1820]	2.95000004	0x200030E8	float	
[1821]	2.95000004	0x200030EC	float	
[1822]	2.95000004	0x200030F0	float	
[1823]	2.95000004	0x200030F4	float	
[1824]	2.95000004	0x200030F8	float	
[1825]	2.95000004	0x200030FC	float	
[1826]	2.95000004	0x20003100	float	
[1827]	2.95000004	0x20003104	float	
[1828]	2.95000004	0x20003108	float	
[1829]	2.95000004	0x2000310C	float	
[1830]	2.95000004	0x20003110	float	
[1831]	2.95000004	0x20003114	float	
[1832]	2.95000004	0x20003118	float	
[1833]	2.95000004	0x2000311C	float	
[1834]	2.95000004	0x20003120	float	
[1835]	2.95000004	0x20003124	float	
[1836]	2.95000004	0x20003128	float	
[1837]	2.95000004	0x2000312C	float	
[1838]	2.95000004	0x20003130	float	
[1839]	2.95000004	0x20003134	float	
[1840]	2.95000004	0x20003138	float	
[1841]	2.95000004	0x2000313C	float	
[1842]	2.95000004	0x20003140	float	
[1843]	2.95000004	0x20003144	float	
[1844]	2.95000004	0x20003148	float	
[1845]	2.95000004	0x2000314C	float	
[1846]	2.95000004	0x20003150	float	
[1847]	2.95000004	0x20003154	float	
[1848]	2.95000004	0x20003158	float	
[1849]	2.95000004	0x2000315C	float	
[1850]	2.95000004	0x20003160	float	
[1851]	2.95000004	0x20003164	float	
[1852]	2.95000004	0x20003168	float	
[1853]	2.95000004	0x2000316C	float	
[1854]	2.95000004	0x20003170	float	
[1855]	2.95000004	0x20003174	float	
[1856]	2.95000004	0x20003178	float	
[1857]	2.95000004	0x2000317C	float	
[1858]	2.95000004	0x20003180	float	
[1859]	2.95000004	0x20003184	float	
[1860]	2.95000004	0x20003188	float	
[1861]	2.95000004	0x2000318C	float	
[1862]	2.95000004	0x20003190	float	
[1863]	2.95000004	0x20003194	float	
[1864]	2.95000004	0x20003198	float	
[1865]	2.95000004	0x2000319C	float	
[1866]	2.95000004	0x200031A0	float	
[1867]	2.95000004	0x200031A4	float	
[1868]	2.93999981	0x200031A8	float	
[1869]	2.93999981	0x200031AC	float	
[1870]	2.93999981	0x200031B0	float	
[1871]	2.93999981	0x200031B4	float	
[1872]	2.93999981	0x200031B8	float	
[1873]	2.93999981	0x200031BC	float	
[1874]	2.93999981	0x200031C0	float	
[1875]	2.93999981	0x200031C4	float	
[1876]	2.93999981	0x200031C8	float	
[1877]	2.93999981	0x200031CC	float	
[1878]	2.93999981	0x200031D0	float	
[1879]	2.93999981	0x200031D4	float	
[1880]	2.93999981	0x200031D8	float	
[1881]	2.93999981	0x200031DC	float	
[1882]	2.93999981	0x200031E0	float	
[1883]	2.93999981	0x200031E4	float	
[1884]	2.93999981	0x200031E8	float	
[1885]	2.93999981	0x200031EC	float	
[1886]	2.93999981	0x200031F0	float	
[1887]	2.93999981	0x200031F4	float	
[1888]	2.93999981	0x200031F8	float	
[1889]	2.93999981	0x200031FC	float	
[1890]	2.93999981	0x20003200	float	
[1891]	2.93999981	0x20003204	float	
[1892]	2.93999981	0x20003208	float	
[1893]	2.93999981	0x2000320C	float	
[1894]	2.93999981	0x20003210	float	
[1895]	2.93999981	0x20003214	float	
[1896]	2.93999981	0x20003218	float	
[1897]	2.93999981	0x2000321C	float	
[1898]	2.93999981	0x20003220	float	
[1899]	2.93999981	0x20003224	float	
[1900]	2.93999981	0x20003228	float	
[1901]	2.93999981	0x2000322C	float	
[1902]	2.93999981	0x20003230	float	
[1903]	2.93999981	0x20003234	float	
[1904]	2.93999981	0x20003238	float	
[1905]	2.93999981	0x2000323C	float	
[1906]	2.93999981	0x20003240	float	
[1907]	2.93999981	0x20003244	float	
[1908]	2.93999981	0x20003248	float	
[1909]	2.93999981	0x2000324C	float	
[1910]	2.93999981	0x20003250	float	
[1911]	2.93999981	0x20003254	float	
[1912]	2.93999981	0x20003258	float	
[1913]	2.93999981	0x2000325C	float	
[1914]	2.93999981	0x20003260	float	
[1915]	2.93999981	0x20003264	float	
[1916]	2.93999981	0x20003268	float	
[1917]	2.93999981	0x2000326C	float	
[1918]	2.93999981	0x20003270	float	
[1919]	2.93999981	0x20003274	float	
[1920]	2.93999981	0x20003278	float	
[1921]	2.93999981	0x2000327C	float	
[1922]	2.93999981	0x20003280	float	
[1923]	2.93999981	0x20003284	float	
[1924]	2.93999981	0x20003288	float	
[1925]	2.93999981	0x2000328C	float	
[1926]	2.93999981	0x20003290	float	
[1927]	2.93999981	0x20003294	float	
[1928]	2.93999981	0x20003298	float	
[1929]	2.93999981	0x2000329C	float	
[1930]	2.93999981	0x200032A0	float	
[1931]	2.93999981	0x200032A4	float	
[1932]	2.93999981	0x200032A8	float	
[1933]	2.93999981	0x200032AC	float	
[1934]	2.93999981	0x200032B0	float	
[1935]	2.93999981	0x200032B4	float	
[1936]	2.93999981	0x200032B8	float	
[1937]	2.93999981	0x200032BC	float	
[1938]	2.93999981	0x200032C0	float	
[1939]	2.93999981	0x200032C4	float	
[1940]	2.93999981	0x200032C8	float	
[1941]	2.93999981	0x200032CC	float	
[1942]	2.93999981	0x200032D0	float	
[1943]	2.93999981	0x200032D4	float	
[1944]	2.93999981	0x200032D8	float	
[1945]	2.93999981	0x200032DC	float	
[1946]	2.93999981	0x200032E0	float	
[1947]	2.93999981	0x200032E4	float	
[1948]	2.93999981	0x200032E8	float	
[1949]	2.93999981	0x200032EC	float	
[1950]	2.93999981	0x200032F0	float	
[1951]	2.93999981	0x200032F4	float	
[1952]	2.93999981	0x200032F8	float	
[1953]	2.93999981	0x200032FC	float	
[1954]	2.93999981	0x20003300	float	
[1955]	2.93999981	0x20003304	float	
[1956]	2.93999981	0x20003308	float	
[1957]	2.93999981	0x2000330C	float	
